Ship Mode,Segment,Country,City,State,Postal Code,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit
Standard Class,Consumer,United States,Dallas,Texas,75220,Central,Office Supplies,Art,23.832,3,0.2,6.5538
Standard Class,Corporate,United States,Mesquite,Texas,75150,Central,Furniture,Furnishings,6.368,2,0.6,-2.5472
Standard Class,Corporate,United States,Mesquite,Texas,75150,Central,Office Supplies,Appliances,34.176,3,0.8,-87.1488
Standard Class,Corporate,United States,Mesquite,Texas,75150,Central,Technology,Accessories,5.544,7,0.2,1.6632
Standard Class,Home Office,United States,Omaha,Nebraska,68104,Central,Office Supplies,Fasteners,23.55,5,0.0,1.1775
Standard Class,Corporate,United States,Columbus,Indiana,47201,Central,Office Supplies,Art,33.4,5,0.0,12.358
Standard Class,Consumer,United States,Houston,Texas,77070,Central,Office Supplies,Art,35.712,8,0.2,2.232
First Class,Consumer,United States,Chicago,Illinois,60653,Central,Office Supplies,Art,7.056,3,0.2,2.205
Standard Class,Consumer,United States,Jackson,Michigan,49201,Central,Technology,Phones,10.9,1,0.0,3.052
Standard Class,Consumer,United States,Jackson,Michigan,49201,Central,Technology,Accessories,59.98,2,0.0,25.1916
Standard Class,Consumer,United States,Jackson,Michigan,49201,Central,Office Supplies,Appliances,61.929,1,0.1,23.3954
First Class,Corporate,United States,Odessa,Texas,79762,Central,Office Supplies,Paper,42.784,7,0.2,15.5092
First Class,Corporate,United States,Odessa,Texas,79762,Central,Furniture,Chairs,563.43,5,0.3,-56.343
Second Class,Corporate,United States,West Allis,Wisconsin,53214,Central,Furniture,Bookcases,241.96,2,0.0,24.196
Second Class,Corporate,United States,West Allis,Wisconsin,53214,Central,Office Supplies,Binders,8.52,3,0.0,4.1748
Standard Class,Consumer,United States,Chicago,Illinois,60623,Central,Office Supplies,Binders,1.788,3,0.8,-3.0396
Standard Class,Corporate,United States,Houston,Texas,77036,Central,Furniture,Tables,99.372,2,0.3,-1.4196
Standard Class,Corporate,United States,Houston,Texas,77036,Central,Office Supplies,Art,1.344,1,0.2,0.504
Second Class,Home Office,United States,Houston,Texas,77036,Central,Technology,Phones,119.96,5,0.2,11.996
Standard Class,Home Office,United States,Manhattan,Kansas,66502,Central,Technology,Phones,273.96,2,0.0,10.9584
Standard Class,Consumer,United States,Houston,Texas,77041,Central,Office Supplies,Art,3.912,1,0.2,1.0269
Standard Class,Consumer,United States,Houston,Texas,77041,Central,Office Supplies,Art,62.376,3,0.2,7.0173
Standard Class,Home Office,United States,Omaha,Nebraska,68104,Central,Office Supplies,Fasteners,29.05,5,0.0,9.0055
Same Day,Consumer,United States,Milwaukee,Wisconsin,53209,Central,Office Supplies,Labels,25.06,2,0.0,11.7782
Standard Class,Consumer,United States,Quincy,Illinois,62301,Central,Office Supplies,Labels,19.824,6,0.2,6.4428
Standard Class,Corporate,United States,Dallas,Texas,75217,Central,Office Supplies,Storage,107.44,10,0.2,10.744
Standard Class,Corporate,United States,Detroit,Michigan,48234,Central,Furniture,Chairs,1458.65,5,0.0,423.0085
Standard Class,Corporate,United States,Detroit,Michigan,48234,Central,Furniture,Chairs,26.64,1,0.0,7.4592
Standard Class,Corporate,United States,Detroit,Michigan,48234,Central,Furniture,Chairs,476.8,2,0.0,119.2
Standard Class,Corporate,United States,Detroit,Michigan,48234,Central,Office Supplies,Appliances,87.444,2,0.1,18.4604
Second Class,Home Office,United States,Canton,Michigan,48187,Central,Office Supplies,Storage,501.81,3,0.0,0.0
Standard Class,Corporate,United States,Springfield,Missouri,65807,Central,Office Supplies,Paper,85.96,7,0.0,40.4012
First Class,Consumer,United States,Rockford,Illinois,61107,Central,Office Supplies,Binders,33.568,8,0.8,-53.7088
Second Class,Consumer,United States,San Antonio,Texas,78207,Central,Office Supplies,Binders,3.564,3,0.8,-6.237
Second Class,Consumer,United States,San Antonio,Texas,78207,Central,Technology,Phones,823.96,5,0.2,51.4975
Second Class,Consumer,United States,San Antonio,Texas,78207,Central,Office Supplies,Art,10.272,3,0.2,0.8988
Standard Class,Home Office,United States,Chicago,Illinois,60653,Central,Furniture,Tables,480.96,3,0.5,-269.3376
Standard Class,Home Office,United States,Chicago,Illinois,60653,Central,Technology,Phones,124.792,1,0.2,10.9193
Standard Class,Consumer,United States,Champaign,Illinois,61821,Central,Furniture,Furnishings,151.96,5,0.6,-182.352
Second Class,Consumer,United States,Lawrence,Indiana,46226,Central,Technology,Accessories,155.34,6,0.0,55.9224
First Class,Corporate,United States,Decatur,Illinois,62521,Central,Office Supplies,Storage,49.632,4,0.2,3.7224
First Class,Corporate,United States,Decatur,Illinois,62521,Central,Office Supplies,Storage,52.096,4,0.2,3.9072
Standard Class,Consumer,United States,Chicago,Illinois,60653,Central,Office Supplies,Binders,12.128,4,0.8,-20.6176
Second Class,Consumer,United States,Bloomington,Indiana,47401,Central,Technology,Phones,134.85,3,0.0,37.758
Standard Class,Consumer,United States,Houston,Texas,77036,Central,Technology,Accessories,279.944,7,0.2,48.9902
Standard Class,Home Office,United States,Bolingbrook,Illinois,60440,Central,Office Supplies,Binders,9.98,5,0.8,-16.467
Standard Class,Corporate,United States,San Antonio,Texas,78207,Central,Office Supplies,Fasteners,3.552,3,0.2,1.2432
Standard Class,Corporate,United States,San Antonio,Texas,78207,Central,Office Supplies,Paper,15.552,3,0.2,5.4432
Standard Class,Consumer,United States,Edinburg,Texas,78539,Central,Office Supplies,Fasteners,2.368,2,0.2,0.8288
Standard Class,Corporate,United States,Baytown,Texas,77520,Central,Office Supplies,Paper,10.368,2,0.2,3.6288
First Class,Consumer,United States,Pearland,Texas,77581,Central,Technology,Phones,470.376,3,0.2,52.9173
Second Class,Consumer,United States,Chicago,Illinois,60610,Central,Technology,Phones,359.976,3,0.2,35.9976
Standard Class,Consumer,United States,Chicago,Illinois,60623,Central,Office Supplies,Paper,25.344,6,0.2,7.92
Standard Class,Consumer,United States,Chicago,Illinois,60623,Central,Office Supplies,Paper,26.72,5,0.2,9.352
First Class,Consumer,United States,Harlingen,Texas,78550,Central,Furniture,Bookcases,241.332,5,0.32,-14.196
First Class,Consumer,United States,Harlingen,Texas,78550,Central,Office Supplies,Paper,5.184,1,0.2,1.8792
First Class,Consumer,United States,Harlingen,Texas,78550,Central,Office Supplies,Art,145.544,7,0.2,16.3737
Standard Class,Consumer,United States,Grand Prairie,Texas,75051,Central,Office Supplies,Envelopes,28.752,3,0.2,9.3444
Standard Class,Consumer,United States,Grand Prairie,Texas,75051,Central,Office Supplies,Paper,27.216,3,0.2,9.8658
Standard Class,Consumer,United States,Grand Prairie,Texas,75051,Central,Furniture,Chairs,197.372,2,0.3,-25.3764
Same Day,Consumer,United States,Greenwood,Indiana,46142,Central,Furniture,Chairs,1424.9,5,0.0,356.225
Standard Class,Home Office,United States,Pasadena,Texas,77506,Central,Office Supplies,Art,6.368,2,0.2,1.0348
Standard Class,Home Office,United States,Pasadena,Texas,77506,Central,Office Supplies,Labels,48.848,2,0.2,15.8756
Standard Class,Home Office,United States,Pasadena,Texas,77506,Central,Office Supplies,Paper,19.648,2,0.2,6.6312
Standard Class,Home Office,United States,Pasadena,Texas,77506,Central,Furniture,Chairs,255.108,6,0.3,-18.222
Standard Class,Consumer,United States,Detroit,Michigan,48205,Central,Furniture,Furnishings,5.47,1,0.0,2.3521
Standard Class,Consumer,United States,Detroit,Michigan,48205,Central,Office Supplies,Art,79.36,4,0.0,23.808
Standard Class,Corporate,United States,Detroit,Michigan,48227,Central,Office Supplies,Binders,38.28,6,0.0,17.6088
Standard Class,Corporate,United States,Detroit,Michigan,48227,Central,Technology,Phones,149.95,5,0.0,44.985
Standard Class,Corporate,United States,San Antonio,Texas,78207,Central,Office Supplies,Binders,5.728,8,0.8,-9.1648
Standard Class,Corporate,United States,San Antonio,Texas,78207,Central,Office Supplies,Paper,42.24,10,0.2,13.2
Second Class,Home Office,United States,Sterling Heights,Michigan,48310,Central,Office Supplies,Art,79.36,4,0.0,20.6336
Standard Class,Consumer,United States,Kenosha,Wisconsin,53142,Central,Furniture,Bookcases,512.94,3,0.0,97.4586
Standard Class,Consumer,United States,Kenosha,Wisconsin,53142,Central,Furniture,Chairs,860.93,7,0.0,189.4046
Standard Class,Consumer,United States,Kenosha,Wisconsin,53142,Central,Technology,Phones,769.95,5,0.0,223.2855
Standard Class,Consumer,United States,Kenosha,Wisconsin,53142,Central,Office Supplies,Art,14.98,1,0.0,4.494
Standard Class,Consumer,United States,Kenosha,Wisconsin,53142,Central,Furniture,Furnishings,373.08,6,0.0,82.0776
Standard Class,Consumer,United States,San Antonio,Texas,78207,Central,Furniture,Tables,637.896,3,0.3,-127.5792
Standard Class,Consumer,United States,San Antonio,Texas,78207,Central,Technology,Machines,287.91,3,0.4,33.5895
Standard Class,Consumer,United States,San Antonio,Texas,78207,Central,Office Supplies,Envelopes,36.6,3,0.2,11.895
Standard Class,Home Office,United States,Superior,Wisconsin,54880,Central,Office Supplies,Art,17.12,4,0.0,4.9648
First Class,Corporate,United States,Bedford,Texas,76021,Central,Office Supplies,Paper,29.664,4,0.2,10.0116
First Class,Corporate,United States,Bedford,Texas,76021,Central,Office Supplies,Art,9.184,7,0.2,2.87
First Class,Corporate,United States,Bedford,Texas,76021,Central,Technology,Phones,153.584,2,0.2,13.4386
First Class,Corporate,United States,Bedford,Texas,76021,Central,Office Supplies,Binders,12.864,8,0.8,-22.512
Standard Class,Consumer,United States,Chicago,Illinois,60623,Central,Office Supplies,Storage,24.816,2,0.2,1.551
Standard Class,Corporate,United States,Houston,Texas,77070,Central,Office Supplies,Binders,9.156,3,0.8,-13.734
Standard Class,Consumer,United States,Chicago,Illinois,60653,Central,Office Supplies,Appliances,23.992,2,0.8,-62.3792
Standard Class,Consumer,United States,Chicago,Illinois,60610,Central,Office Supplies,Storage,646.2,5,0.2,-8.0775
Standard Class,Consumer,United States,Chicago,Illinois,60610,Central,Technology,Accessories,68.112,3,0.2,17.8794
First Class,Consumer,United States,Dallas,Texas,75081,Central,Office Supplies,Binders,13.14,9,0.8,-21.681
First Class,Consumer,United States,Dallas,Texas,75081,Central,Office Supplies,Binders,10.024,4,0.8,-16.5396
First Class,Consumer,United States,Dallas,Texas,75081,Central,Furniture,Bookcases,156.3728,2,0.32,-52.8908
Second Class,Home Office,United States,Indianapolis,Indiana,46203,Central,Technology,Copiers,999.98,2,0.0,449.991
First Class,Home Office,United States,Broken Arrow,Oklahoma,74012,Central,Technology,Phones,821.94,6,0.0,213.7044
Second Class,Corporate,United States,Omaha,Nebraska,68104,Central,Office Supplies,Binders,7.04,2,0.0,3.3088
Second Class,Corporate,United States,Omaha,Nebraska,68104,Central,Office Supplies,Fasteners,5.04,4,0.0,0.2016
Second Class,Corporate,United States,Omaha,Nebraska,68104,Central,Office Supplies,Paper,116.28,3,0.0,56.9772
Standard Class,Corporate,United States,Decatur,Illinois,62521,Central,Office Supplies,Binders,182.994,3,0.8,-320.2395
Standard Class,Corporate,United States,Decatur,Illinois,62521,Central,Office Supplies,Paper,10.272,3,0.2,3.21
Standard Class,Consumer,United States,Minneapolis,Minnesota,55407,Central,Office Supplies,Paper,32.4,5,0.0,15.552
Standard Class,Consumer,United States,Minneapolis,Minnesota,55407,Central,Office Supplies,Storage,404.9,5,0.0,16.196
Standard Class,Consumer,United States,Minneapolis,Minnesota,55407,Central,Office Supplies,Binders,9449.95,5,0.0,4630.4755
Standard Class,Consumer,United States,Minneapolis,Minnesota,55407,Central,Office Supplies,Binders,12.94,2,0.0,6.47
Standard Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Appliances,2.264,1,0.8,-5.2072
Standard Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Appliances,0.444,1,0.8,-1.11
Standard Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Paper,146.176,8,0.2,47.5072
Same Day,Home Office,United States,Fremont,Nebraska,68025,Central,Furniture,Furnishings,15.92,2,0.0,7.0048
Standard Class,Consumer,United States,Houston,Texas,77041,Central,Office Supplies,Binders,4.312,2,0.8,-6.8992
Standard Class,Corporate,United States,Detroit,Michigan,48227,Central,Technology,Phones,73.98,2,0.0,19.9746
Standard Class,Corporate,United States,Detroit,Michigan,48227,Central,Furniture,Bookcases,160.98,1,0.0,20.9274
Standard Class,Corporate,United States,Detroit,Michigan,48227,Central,Office Supplies,Paper,17.34,3,0.0,8.4966
Standard Class,Corporate,United States,Detroit,Michigan,48227,Central,Office Supplies,Art,3.28,1,0.0,0.9512
Standard Class,Corporate,United States,Houston,Texas,77095,Central,Office Supplies,Labels,8.856,3,0.2,2.9889
Standard Class,Corporate,United States,Houston,Texas,77095,Central,Technology,Phones,158.376,3,0.2,13.8579
Standard Class,Corporate,United States,Chicago,Illinois,60623,Central,Office Supplies,Binders,14.48,5,0.8,-23.892
First Class,Corporate,United States,Deer Park,Texas,77536,Central,Office Supplies,Binders,6.924,6,0.8,-10.386
Standard Class,Consumer,United States,Wichita,Kansas,67212,Central,Office Supplies,Labels,18.9,3,0.0,8.694
Standard Class,Consumer,United States,Midland,Michigan,48640,Central,Office Supplies,Binders,57.42,9,0.0,26.4132
Standard Class,Consumer,United States,Austin,Texas,78745,Central,Office Supplies,Binders,9.762,3,0.8,-15.1311
Standard Class,Consumer,United States,Austin,Texas,78745,Central,Office Supplies,Storage,13.72,1,0.2,1.2005
Standard Class,Consumer,United States,Austin,Texas,78745,Central,Technology,Accessories,55.2,1,0.2,-2.07
Standard Class,Consumer,United States,Austin,Texas,78745,Central,Office Supplies,Storage,259.136,4,0.2,-58.3056
Standard Class,Corporate,United States,Chicago,Illinois,60610,Central,Office Supplies,Paper,15.696,3,0.2,5.1012
Standard Class,Consumer,United States,Houston,Texas,77036,Central,Office Supplies,Binders,4.24,5,0.8,-6.36
Standard Class,Corporate,United States,Mcallen,Texas,78501,Central,Office Supplies,Binders,6.874,7,0.8,-10.6547
Standard Class,Corporate,United States,Mcallen,Texas,78501,Central,Office Supplies,Binders,1.996,1,0.8,-3.2934
Standard Class,Corporate,United States,Mcallen,Texas,78501,Central,Office Supplies,Storage,8.928,2,0.2,0.6696
Second Class,Corporate,United States,Iowa City,Iowa,52240,Central,Office Supplies,Paper,9.99,1,0.0,4.4955
Same Day,Consumer,United States,Houston,Texas,77070,Central,Office Supplies,Paper,21.12,5,0.2,6.6
Standard Class,Consumer,United States,Chicago,Illinois,60623,Central,Office Supplies,Paper,15.984,2,0.2,4.995
Standard Class,Consumer,United States,Mishawaka,Indiana,46544,Central,Office Supplies,Binders,128.4,3,0.0,64.2
First Class,Consumer,United States,Quincy,Illinois,62301,Central,Office Supplies,Binders,1.964,2,0.8,-3.2406
Standard Class,Corporate,United States,Chicago,Illinois,60623,Central,Furniture,Furnishings,94.428,3,0.6,-42.4926
Standard Class,Consumer,United States,Urbandale,Iowa,50322,Central,Office Supplies,Fasteners,45.92,4,0.0,21.5824
First Class,Corporate,United States,Richmond,Indiana,47374,Central,Office Supplies,Paper,22.48,1,0.0,10.3408
Standard Class,Corporate,United States,Dallas,Texas,75220,Central,Furniture,Furnishings,332.028,9,0.6,-348.6294
Standard Class,Corporate,United States,Dallas,Texas,75220,Central,Office Supplies,Binders,11.394,9,0.8,-17.6607
Standard Class,Corporate,United States,Dallas,Texas,75220,Central,Office Supplies,Paper,15.552,3,0.2,5.6376
Standard Class,Corporate,United States,Dallas,Texas,75220,Central,Office Supplies,Paper,31.104,6,0.2,11.2752
Standard Class,Corporate,United States,Dallas,Texas,75220,Central,Office Supplies,Binders,6.316,1,0.8,-10.4214
Standard Class,Home Office,United States,Rockford,Illinois,61107,Central,Office Supplies,Binders,11.416,4,0.8,-18.8364
Standard Class,Corporate,United States,Grand Rapids,Michigan,49505,Central,Office Supplies,Paper,209.7,2,0.0,100.656
First Class,Consumer,United States,Freeport,Illinois,61032,Central,Office Supplies,Paper,63.312,3,0.2,20.5764
First Class,Consumer,United States,Freeport,Illinois,61032,Central,Office Supplies,Binders,96.784,4,0.8,-145.176
First Class,Consumer,United States,Freeport,Illinois,61032,Central,Furniture,Furnishings,10.476,3,0.6,-6.8094
Standard Class,Consumer,United States,Moorhead,Minnesota,56560,Central,Technology,Accessories,63.96,4,0.0,19.8276
Standard Class,Consumer,United States,Houston,Texas,77036,Central,Furniture,Tables,863.128,8,0.3,-160.2952
Standard Class,Consumer,United States,Houston,Texas,77036,Central,Office Supplies,Binders,3.564,3,0.8,-6.237
Standard Class,Consumer,United States,Houston,Texas,77036,Central,Furniture,Bookcases,956.6648,7,0.32,-225.0976
Standard Class,Consumer,United States,Houston,Texas,77036,Central,Office Supplies,Binders,12.588,3,0.8,-20.1408
Standard Class,Consumer,United States,Houston,Texas,77036,Central,Technology,Accessories,171.96,5,0.2,45.1395
Standard Class,Corporate,United States,Dallas,Texas,75220,Central,Office Supplies,Appliances,48.632,2,0.8,-121.58
First Class,Consumer,United States,Indianapolis,Indiana,46203,Central,Office Supplies,Labels,3.69,1,0.0,1.7343
First Class,Consumer,United States,Indianapolis,Indiana,46203,Central,Office Supplies,Binders,1103.97,3,0.0,496.7865
