,Ship Mode,Segment,Country,City,State,Postal Code,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit
3614,First Class,Corporate,United States,San Antonio,Texas,78207,Central,Furniture,Tables,718.116,6,0.3,-71.8116
3615,First Class,Corporate,United States,San Antonio,Texas,78207,Central,Office Supplies,Art,31.776,4,0.2,8.7384
3650,Second Class,Consumer,United States,Detroit,Michigan,48234,Central,Technology,Accessories,104.88,6,0.0,41.952
3651,Second Class,Consumer,United States,Detroit,Michigan,48234,Central,Office Supplies,Art,34.7,5,0.0,12.492
3652,Second Class,Consumer,United States,Detroit,Michigan,48234,Central,Office Supplies,Binders,33.72,4,0.0,15.5112
3653,Second Class,Consumer,United States,Detroit,Michigan,48234,Central,Office Supplies,Paper,14.94,3,0.0,7.0218
3654,Standard Class,Consumer,United States,Lawrence,Indiana,46226,Central,Office Supplies,Appliances,638.73,9,0.0,166.0698
3661,Second Class,Home Office,United States,Jackson,Michigan,49201,Central,Technology,Phones,377.97,3,0.0,94.4925
3706,Standard Class,Consumer,United States,Dallas,Texas,75220,Central,Office Supplies,Art,23.832,3,0.2,6.5538
3707,Standard Class,Corporate,United States,Mesquite,Texas,75150,Central,Furniture,Furnishings,6.368,2,0.6,-2.5472
3708,Standard Class,Corporate,United States,Mesquite,Texas,75150,Central,Office Supplies,Appliances,34.176,3,0.8,-87.1488
3709,Standard Class,Corporate,United States,Mesquite,Texas,75150,Central,Technology,Accessories,5.544,7,0.2,1.6632
3716,Standard Class,Home Office,United States,Omaha,Nebraska,68104,Central,Office Supplies,Fasteners,23.55,5,0.0,1.1775
3719,Standard Class,Corporate,United States,Columbus,Indiana,47201,Central,Office Supplies,Art,33.4,5,0.0,12.358
3722,Standard Class,Consumer,United States,Houston,Texas,77070,Central,Office Supplies,Art,35.712,8,0.2,2.232
3724,First Class,Consumer,United States,Chicago,Illinois,60653,Central,Office Supplies,Art,7.056,3,0.2,2.205
3738,Standard Class,Consumer,United States,Jackson,Michigan,49201,Central,Technology,Phones,10.9,1,0.0,3.052
3739,Standard Class,Consumer,United States,Jackson,Michigan,49201,Central,Technology,Accessories,59.98,2,0.0,25.1916
3740,Standard Class,Consumer,United States,Jackson,Michigan,49201,Central,Office Supplies,Appliances,61.929,1,0.1,23.3954
3755,First Class,Corporate,United States,Odessa,Texas,79762,Central,Office Supplies,Paper,42.784,7,0.2,15.5092
3756,First Class,Corporate,United States,Odessa,Texas,79762,Central,Furniture,Chairs,563.43,5,0.3,-56.343
3762,Second Class,Corporate,United States,West Allis,Wisconsin,53214,Central,Furniture,Bookcases,241.96,2,0.0,24.196
3763,Second Class,Corporate,United States,West Allis,Wisconsin,53214,Central,Office Supplies,Binders,8.52,3,0.0,4.1748
3764,Standard Class,Consumer,United States,Chicago,Illinois,60623,Central,Office Supplies,Binders,1.788,3,0.8,-3.0396
3765,Standard Class,Corporate,United States,Houston,Texas,77036,Central,Furniture,Tables,99.372,2,0.3,-1.4196
3766,Standard Class,Corporate,United States,Houston,Texas,77036,Central,Office Supplies,Art,1.344,1,0.2,0.504
3767,Second Class,Home Office,United States,Houston,Texas,77036,Central,Technology,Phones,119.96,5,0.2,11.996
3780,Standard Class,Home Office,United States,Manhattan,Kansas,66502,Central,Technology,Phones,273.96,2,0.0,10.9584
3787,Standard Class,Consumer,United States,Houston,Texas,77041,Central,Office Supplies,Art,3.912,1,0.2,1.0269
3788,Standard Class,Consumer,United States,Houston,Texas,77041,Central,Office Supplies,Art,62.376,3,0.2,7.0173
3789,Standard Class,Home Office,United States,Omaha,Nebraska,68104,Central,Office Supplies,Fasteners,29.05,5,0.0,9.0055
3812,Same Day,Consumer,United States,Milwaukee,Wisconsin,53209,Central,Office Supplies,Labels,25.06,2,0.0,11.7782
3813,Standard Class,Consumer,United States,Quincy,Illinois,62301,Central,Office Supplies,Labels,19.824,6,0.2,6.4428
3826,Standard Class,Corporate,United States,Dallas,Texas,75217,Central,Office Supplies,Storage,107.44,10,0.2,10.744
3827,Standard Class,Corporate,United States,Detroit,Michigan,48234,Central,Furniture,Chairs,1458.65,5,0.0,423.0085
3828,Standard Class,Corporate,United States,Detroit,Michigan,48234,Central,Furniture,Chairs,26.64,1,0.0,7.4592
3829,Standard Class,Corporate,United States,Detroit,Michigan,48234,Central,Furniture,Chairs,476.8,2,0.0,119.2
3830,Standard Class,Corporate,United States,Detroit,Michigan,48234,Central,Office Supplies,Appliances,87.444,2,0.1,18.4604
3847,Second Class,Home Office,United States,Canton,Michigan,48187,Central,Office Supplies,Storage,501.81,3,0.0,0.0
3850,Standard Class,Corporate,United States,Springfield,Missouri,65807,Central,Office Supplies,Paper,85.96,7,0.0,40.4012
3852,First Class,Consumer,United States,Rockford,Illinois,61107,Central,Office Supplies,Binders,33.568,8,0.8,-53.7088
3855,Second Class,Consumer,United States,San Antonio,Texas,78207,Central,Office Supplies,Binders,3.564,3,0.8,-6.237
3856,Second Class,Consumer,United States,San Antonio,Texas,78207,Central,Technology,Phones,823.96,5,0.2,51.4975
3857,Second Class,Consumer,United States,San Antonio,Texas,78207,Central,Office Supplies,Art,10.272,3,0.2,0.8988
3859,Standard Class,Home Office,United States,Chicago,Illinois,60653,Central,Furniture,Tables,480.96,3,0.5,-269.3376
3860,Standard Class,Home Office,United States,Chicago,Illinois,60653,Central,Technology,Phones,124.792,1,0.2,10.9193
3864,Standard Class,Consumer,United States,Champaign,Illinois,61821,Central,Furniture,Furnishings,151.96,5,0.6,-182.352
3866,Second Class,Consumer,United States,Lawrence,Indiana,46226,Central,Technology,Accessories,155.34,6,0.0,55.9224
3878,First Class,Corporate,United States,Decatur,Illinois,62521,Central,Office Supplies,Storage,49.632,4,0.2,3.7224
3879,First Class,Corporate,United States,Decatur,Illinois,62521,Central,Office Supplies,Storage,52.096,4,0.2,3.9072
3885,Standard Class,Consumer,United States,Chicago,Illinois,60653,Central,Office Supplies,Binders,12.128,4,0.8,-20.6176
3886,Second Class,Consumer,United States,Bloomington,Indiana,47401,Central,Technology,Phones,134.85,3,0.0,37.758
3893,Standard Class,Consumer,United States,Houston,Texas,77036,Central,Technology,Accessories,279.944,7,0.2,48.9902
3894,Standard Class,Home Office,United States,Bolingbrook,Illinois,60440,Central,Office Supplies,Binders,9.98,5,0.8,-16.467
3896,Standard Class,Corporate,United States,San Antonio,Texas,78207,Central,Office Supplies,Fasteners,3.552,3,0.2,1.2432
3897,Standard Class,Corporate,United States,San Antonio,Texas,78207,Central,Office Supplies,Paper,15.552,3,0.2,5.4432
3898,Standard Class,Consumer,United States,Edinburg,Texas,78539,Central,Office Supplies,Fasteners,2.368,2,0.2,0.8288
3900,Standard Class,Corporate,United States,Baytown,Texas,77520,Central,Office Supplies,Paper,10.368,2,0.2,3.6288
3911,First Class,Consumer,United States,Pearland,Texas,77581,Central,Technology,Phones,470.376,3,0.2,52.9173
3921,Second Class,Consumer,United States,Chicago,Illinois,60610,Central,Technology,Phones,359.976,3,0.2,35.9976
3922,Standard Class,Consumer,United States,Chicago,Illinois,60623,Central,Office Supplies,Paper,25.344,6,0.2,7.92
3923,Standard Class,Consumer,United States,Chicago,Illinois,60623,Central,Office Supplies,Paper,26.72,5,0.2,9.352
3928,First Class,Consumer,United States,Harlingen,Texas,78550,Central,Furniture,Bookcases,241.332,5,0.32,-14.196
3929,First Class,Consumer,United States,Harlingen,Texas,78550,Central,Office Supplies,Paper,5.184,1,0.2,1.8792
3930,First Class,Consumer,United States,Harlingen,Texas,78550,Central,Office Supplies,Art,145.544,7,0.2,16.3737
3936,Standard Class,Consumer,United States,Grand Prairie,Texas,75051,Central,Office Supplies,Envelopes,28.752,3,0.2,9.3444
3937,Standard Class,Consumer,United States,Grand Prairie,Texas,75051,Central,Office Supplies,Paper,27.216,3,0.2,9.8658
3938,Standard Class,Consumer,United States,Grand Prairie,Texas,75051,Central,Furniture,Chairs,197.372,2,0.3,-25.3764
3939,Same Day,Consumer,United States,Greenwood,Indiana,46142,Central,Furniture,Chairs,1424.9,5,0.0,356.225
3947,Standard Class,Home Office,United States,Pasadena,Texas,77506,Central,Office Supplies,Art,6.368,2,0.2,1.0348
3948,Standard Class,Home Office,United States,Pasadena,Texas,77506,Central,Office Supplies,Labels,48.848,2,0.2,15.8756
3949,Standard Class,Home Office,United States,Pasadena,Texas,77506,Central,Office Supplies,Paper,19.648,2,0.2,6.6312
3950,Standard Class,Home Office,United States,Pasadena,Texas,77506,Central,Furniture,Chairs,255.108,6,0.3,-18.222
3954,Standard Class,Consumer,United States,Detroit,Michigan,48205,Central,Furniture,Furnishings,5.47,1,0.0,2.3521
3955,Standard Class,Consumer,United States,Detroit,Michigan,48205,Central,Office Supplies,Art,79.36,4,0.0,23.808
3960,Standard Class,Corporate,United States,Detroit,Michigan,48227,Central,Office Supplies,Binders,38.28,6,0.0,17.6088
3961,Standard Class,Corporate,United States,Detroit,Michigan,48227,Central,Technology,Phones,149.95,5,0.0,44.985
3968,Standard Class,Corporate,United States,San Antonio,Texas,78207,Central,Office Supplies,Binders,5.728,8,0.8,-9.1648
3969,Standard Class,Corporate,United States,San Antonio,Texas,78207,Central,Office Supplies,Paper,42.24,10,0.2,13.2
3971,Second Class,Home Office,United States,Sterling Heights,Michigan,48310,Central,Office Supplies,Art,79.36,4,0.0,20.6336
3994,Standard Class,Consumer,United States,Kenosha,Wisconsin,53142,Central,Furniture,Bookcases,512.94,3,0.0,97.4586
3995,Standard Class,Consumer,United States,Kenosha,Wisconsin,53142,Central,Furniture,Chairs,860.93,7,0.0,189.4046
3996,Standard Class,Consumer,United States,Kenosha,Wisconsin,53142,Central,Technology,Phones,769.95,5,0.0,223.2855
3997,Standard Class,Consumer,United States,Kenosha,Wisconsin,53142,Central,Office Supplies,Art,14.98,1,0.0,4.494
3998,Standard Class,Consumer,United States,Kenosha,Wisconsin,53142,Central,Furniture,Furnishings,373.08,6,0.0,82.0776
4002,Standard Class,Consumer,United States,San Antonio,Texas,78207,Central,Furniture,Tables,637.896,3,0.3,-127.5792
4003,Standard Class,Consumer,United States,San Antonio,Texas,78207,Central,Technology,Machines,287.91,3,0.4,33.5895
4004,Standard Class,Consumer,United States,San Antonio,Texas,78207,Central,Office Supplies,Envelopes,36.6,3,0.2,11.895
4012,Standard Class,Home Office,United States,Superior,Wisconsin,54880,Central,Office Supplies,Art,17.12,4,0.0,4.9648
4025,First Class,Corporate,United States,Bedford,Texas,76021,Central,Office Supplies,Paper,29.664,4,0.2,10.0116
4026,First Class,Corporate,United States,Bedford,Texas,76021,Central,Office Supplies,Art,9.184,7,0.2,2.87
4027,First Class,Corporate,United States,Bedford,Texas,76021,Central,Technology,Phones,153.584,2,0.2,13.4386
4028,First Class,Corporate,United States,Bedford,Texas,76021,Central,Office Supplies,Binders,12.864,8,0.8,-22.512
4036,Standard Class,Consumer,United States,Chicago,Illinois,60623,Central,Office Supplies,Storage,24.816,2,0.2,1.551
4045,Standard Class,Corporate,United States,Houston,Texas,77070,Central,Office Supplies,Binders,9.156,3,0.8,-13.734
4046,Standard Class,Consumer,United States,Chicago,Illinois,60653,Central,Office Supplies,Appliances,23.992,2,0.8,-62.3792
4057,Standard Class,Consumer,United States,Chicago,Illinois,60610,Central,Office Supplies,Storage,646.2,5,0.2,-8.0775
4060,Standard Class,Consumer,United States,Chicago,Illinois,60610,Central,Technology,Accessories,68.112,3,0.2,17.8794
4069,First Class,Consumer,United States,Dallas,Texas,75081,Central,Office Supplies,Binders,13.14,9,0.8,-21.681
4070,First Class,Consumer,United States,Dallas,Texas,75081,Central,Office Supplies,Binders,10.024,4,0.8,-16.5396
4071,First Class,Consumer,United States,Dallas,Texas,75081,Central,Furniture,Bookcases,156.3728,2,0.32,-52.8908
4072,Second Class,Home Office,United States,Indianapolis,Indiana,46203,Central,Technology,Copiers,999.98,2,0.0,449.991
4073,First Class,Home Office,United States,Broken Arrow,Oklahoma,74012,Central,Technology,Phones,821.94,6,0.0,213.7044
4076,Second Class,Corporate,United States,Omaha,Nebraska,68104,Central,Office Supplies,Binders,7.04,2,0.0,3.3088
4077,Second Class,Corporate,United States,Omaha,Nebraska,68104,Central,Office Supplies,Fasteners,5.04,4,0.0,0.2016
4078,Second Class,Corporate,United States,Omaha,Nebraska,68104,Central,Office Supplies,Paper,116.28,3,0.0,56.9772
4082,Standard Class,Corporate,United States,Decatur,Illinois,62521,Central,Office Supplies,Binders,182.994,3,0.8,-320.2395
4083,Standard Class,Corporate,United States,Decatur,Illinois,62521,Central,Office Supplies,Paper,10.272,3,0.2,3.21
4096,Standard Class,Consumer,United States,Minneapolis,Minnesota,55407,Central,Office Supplies,Paper,32.4,5,0.0,15.552
4097,Standard Class,Consumer,United States,Minneapolis,Minnesota,55407,Central,Office Supplies,Storage,404.9,5,0.0,16.196
4098,Standard Class,Consumer,United States,Minneapolis,Minnesota,55407,Central,Office Supplies,Binders,9449.95,5,0.0,4630.4755
4099,Standard Class,Consumer,United States,Minneapolis,Minnesota,55407,Central,Office Supplies,Binders,12.94,2,0.0,6.47
4100,Standard Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Appliances,2.264,1,0.8,-5.2072
4101,Standard Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Appliances,0.444,1,0.8,-1.11
4102,Standard Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Paper,146.176,8,0.2,47.5072
4103,Same Day,Home Office,United States,Fremont,Nebraska,68025,Central,Furniture,Furnishings,15.92,2,0.0,7.0048
4106,Standard Class,Consumer,United States,Houston,Texas,77041,Central,Office Supplies,Binders,4.312,2,0.8,-6.8992
4109,Standard Class,Corporate,United States,Detroit,Michigan,48227,Central,Technology,Phones,73.98,2,0.0,19.9746
4110,Standard Class,Corporate,United States,Detroit,Michigan,48227,Central,Furniture,Bookcases,160.98,1,0.0,20.9274
4111,Standard Class,Corporate,United States,Detroit,Michigan,48227,Central,Office Supplies,Paper,17.34,3,0.0,8.4966
4112,Standard Class,Corporate,United States,Detroit,Michigan,48227,Central,Office Supplies,Art,3.28,1,0.0,0.9512
4113,Standard Class,Corporate,United States,Houston,Texas,77095,Central,Office Supplies,Labels,8.856,3,0.2,2.9889
4114,Standard Class,Corporate,United States,Houston,Texas,77095,Central,Technology,Phones,158.376,3,0.2,13.8579
4130,Standard Class,Corporate,United States,Chicago,Illinois,60623,Central,Office Supplies,Binders,14.48,5,0.8,-23.892
4138,First Class,Corporate,United States,Deer Park,Texas,77536,Central,Office Supplies,Binders,6.924,6,0.8,-10.386
4141,Standard Class,Consumer,United States,Wichita,Kansas,67212,Central,Office Supplies,Labels,18.9,3,0.0,8.694
4142,Standard Class,Consumer,United States,Midland,Michigan,48640,Central,Office Supplies,Binders,57.42,9,0.0,26.4132
4147,Standard Class,Consumer,United States,Austin,Texas,78745,Central,Office Supplies,Binders,9.762,3,0.8,-15.1311
4148,Standard Class,Consumer,United States,Austin,Texas,78745,Central,Office Supplies,Storage,13.72,1,0.2,1.2005
4149,Standard Class,Consumer,United States,Austin,Texas,78745,Central,Technology,Accessories,55.2,1,0.2,-2.07
4150,Standard Class,Consumer,United States,Austin,Texas,78745,Central,Office Supplies,Storage,259.136,4,0.2,-58.3056
4158,Standard Class,Corporate,United States,Chicago,Illinois,60610,Central,Office Supplies,Paper,15.696,3,0.2,5.1012
4180,Standard Class,Consumer,United States,Houston,Texas,77036,Central,Office Supplies,Binders,4.24,5,0.8,-6.36
4186,Standard Class,Corporate,United States,Mcallen,Texas,78501,Central,Office Supplies,Binders,6.874,7,0.8,-10.6547
4187,Standard Class,Corporate,United States,Mcallen,Texas,78501,Central,Office Supplies,Binders,1.996,1,0.8,-3.2934
4188,Standard Class,Corporate,United States,Mcallen,Texas,78501,Central,Office Supplies,Storage,8.928,2,0.2,0.6696
4189,Second Class,Corporate,United States,Iowa City,Iowa,52240,Central,Office Supplies,Paper,9.99,1,0.0,4.4955
4191,Same Day,Consumer,United States,Houston,Texas,77070,Central,Office Supplies,Paper,21.12,5,0.2,6.6
4210,Standard Class,Consumer,United States,Chicago,Illinois,60623,Central,Office Supplies,Paper,15.984,2,0.2,4.995
4214,Standard Class,Consumer,United States,Mishawaka,Indiana,46544,Central,Office Supplies,Binders,128.4,3,0.0,64.2
4224,First Class,Consumer,United States,Quincy,Illinois,62301,Central,Office Supplies,Binders,1.964,2,0.8,-3.2406
4225,Standard Class,Corporate,United States,Chicago,Illinois,60623,Central,Furniture,Furnishings,94.428,3,0.6,-42.4926
4226,Standard Class,Consumer,United States,Urbandale,Iowa,50322,Central,Office Supplies,Fasteners,45.92,4,0.0,21.5824
4228,First Class,Corporate,United States,Richmond,Indiana,47374,Central,Office Supplies,Paper,22.48,1,0.0,10.3408
4229,Standard Class,Corporate,United States,Dallas,Texas,75220,Central,Furniture,Furnishings,332.028,9,0.6,-348.6294
4230,Standard Class,Corporate,United States,Dallas,Texas,75220,Central,Office Supplies,Binders,11.394,9,0.8,-17.6607
4231,Standard Class,Corporate,United States,Dallas,Texas,75220,Central,Office Supplies,Paper,15.552,3,0.2,5.6376
4232,Standard Class,Corporate,United States,Dallas,Texas,75220,Central,Office Supplies,Paper,31.104,6,0.2,11.2752
4233,Standard Class,Corporate,United States,Dallas,Texas,75220,Central,Office Supplies,Binders,6.316,1,0.8,-10.4214
4236,Standard Class,Home Office,United States,Rockford,Illinois,61107,Central,Office Supplies,Binders,11.416,4,0.8,-18.8364
